 0,0.0467644
 0,0.0468282
 0,0.0468557
 0,0.0468662
 0,0.0468688
 0,0.0470097
 0,0.0470375
 0,0.0470621
 0,0.0470848
 0,0.0471929
 0,0.0472482
 0,0.047302
 0,0.047459
 0,0.047572
 0,0.0475995
 0,0.0476243
 0,0.0476856
 0,0.0477379
 0,0.0477564
 0,0.0478306
 0,0.0478861
 0,0.0479202
 0,0.0480559
 0,0.0481102
 0,0.04812
 0,0.0481824
 0,0.0484146
 0,0.0484444
 0,0.0485644
 0,0.048575
 0,0.0486566
 0,0.0486968
 0,0.048731
 0,0.0487413
 0,0.048769
 0,0.0487791
 0,0.0487796
 0,0.0487825
 0,0.0488101
 0,0.0488398
 0,0.0488664
 0,0.0489273
 0,0.0489528
 0,0.0490403
 0,0.0490678
 0,0.0490813
 0,0.0491689
 0,0.0491932
 0,0.0492515
 0,0.0493805
 0,0.0494488
 0,0.0494581
 0,0.0495103
 0,0.049551
 0,0.0495747
 0,0.0495756
 0,0.0496108
 0,0.0496865
 0,0.0497937
 0,0.0498108
 0,0.049831
 0,0.0498442
 0,0.0500966
 0,0.0501427
 0,0.0501728
 0,0.0502188
 0,0.0502513
 0,0.0502973
 0,0.0503577
 0,0.0503804
 0,0.0503853
 0,0.0505669
 0,0.0506505
 0,0.0506672
 0,0.0507343
 0,0.0507447
 0,0.0507642
 0,0.0507733
 0,0.0508059
 0,0.0509845
 0,0.0511248
 0,0.0511403
 0,0.0511486
 0,0.0511696
 0,0.0511978
 0,0.0512822
 0,0.0512922
 0,0.0513264
 0,0.0513292
 0,0.0513425
 0,0.0513598
 0,0.0513788
 0,0.0514227
 0,0.0514539
 0,0.0514808
 0,0.0515287
 0,0.0515578
 0,0.0515643
 0,0.0515706
 0,0.0515839
 0,0.0516139
 0,0.0516449
 0,0.0516871
 0,0.0518537
 0,0.0518634
 0,0.0518664
 0,0.0518741
 0,0.0519653
 0,0.0519759
 0,0.052048
 0,0.0521045
 0,0.0521393
 0,0.0522209
 0,0.0522934
 0,0.0523178
 0,0.0523318
 0,0.0523886
 0,0.052395
 0,0.0525092
 0,0.0525493
 0,0.0525657
 0,0.0526092
 0,0.0526837
 0,0.0526997
 0,0.0527164
 0,0.0527963
 0,0.0527973
 0,0.0528138
 0,0.0528164
 0,0.0528252
 0,0.0528629
 0,0.0528812
 0,0.0529254
 0,0.0529573
 0,0.0530413
 0,0.0530603
 0,0.0530784
 0,0.0531934
 0,0.0532417
 0,0.0533129
 0,0.0533266
 0,0.0534014
 0,0.0534269
 0,0.0534773
 0,0.0535467
 0,0.0535468
 0,0.0535517
 0,0.053562
 0,0.0536569
 0,0.0536976
 0,0.0538211
 0,0.053894
 0,0.0539192
 0,0.0539469
 0,0.0539714
 0,0.0540123
 0,0.0541417
 0,0.0541601
 0,0.0541664
 0,0.0541812
 0,0.0541859
 0,0.0542015
 0,0.0542219
 0,0.0543597
 0,0.0543691
 0,0.0544029
 0,0.0545039
 0,0.054555
 0,0.0545757
 0,0.054583
 0,0.0546266
 0,0.0546341
 0,0.0546359
 0,0.054672
 0,0.0547086
 0,0.0547224
 0,0.0547329
 0,0.0547456
 0,0.054799
 0,0.0548236
 0,0.0548653
 0,0.0549086
 0,0.0549371
 0,0.0549469
 0,0.0550333
 0,0.0551062
 0,0.0551063
 0,0.0551187
 0,0.0551501
 0,0.0552758
 0,0.0552953
 0,0.0553009
 0,0.0553208
 0,0.0553314
 0,0.0553474
 0,0.0553588
 0,0.0553628
 0,0.0553811
 0,0.0554861
 0,0.0554875
 0,0.0555037
 0,0.0555484
 0,0.0555627
 0,0.0555919
 0,0.055637
 0,0.0556806
 0,0.0556857
 0,0.0556934
 0,0.0557234
 0,0.0557669
 0,0.0558096
 0,0.0558802
 0,0.0559097
 0,0.0559548
 0,0.0559971
 0,0.0560071
 0,0.0560327
 0,0.0561858
 0,0.0562407
 0,0.0562806
 0,0.0563055
 0,0.0563256
 0,0.0564026
 0,0.0564375
 0,0.056438
 0,0.0564393
 0,0.0564434
 0,0.0564662
 0,0.0564996
 0,0.0565043
 0,0.0565152
 0,0.0565366
 0,0.0565372
 0,0.056579
 0,0.0566568
 0,0.0566673
 0,0.0566807
 0,0.0566845
 0,0.0567313
 0,0.0568337
 0,0.0568554
 0,0.0568626
 0,0.0569071
 0,0.0569523
 0,0.0569745
 0,0.0570065
 0,0.0570239
 0,0.0570912
 0,0.057165
 0,0.057207
 0,0.0572231
 0,0.0572379
 0,0.0572535
 0,0.057415
 0,0.057426
 0,0.0574843
 0,0.0574994
 0,0.0575005
 0,0.0575655
 0,0.0576479
 0,0.0576501
 0,0.0576577
 0,0.057663
 0,0.0577278
 0,0.0577684
 0,0.0577881
 0,0.0578068
 0,0.0578158
 0,0.0578504
 0,0.0578939
 0,0.0579708
 0,0.0579768
 0,0.0579889
 0,0.057993
 0,0.0580075
 0,0.0580115
 0,0.0580791
 0,0.058089
 0,0.0581151
 0,0.0581174
 0,0.0581338
 0,0.058143
 0,0.0581567
 0,0.0581574
 0,0.0582944
 0,0.0583596
 0,0.0583861
 0,0.0584912
 0,0.0586491
 0,0.0586615
 0,0.0586787
 0,0.0587062
 0,0.0587208
 0,0.058794
 0,0.0588836
 0,0.0589043
 0,0.0590237
 0,0.0590255
 0,0.0590388
 0,0.0590393
 0,0.0590571
 0,0.0590841
 0,0.0590886
 0,0.0591224
 0,0.0591413
 0,0.0591526
 0,0.059164
 0,0.0591689
 0,0.0592124
 0,0.0592326
 0,0.0592456
 0,0.0592761
 0,0.0592836
 0,0.0593122
 0,0.0593478
 0,0.0594366
 0,0.0594853
 0,0.0595367
 0,0.059598
 0,0.0596105
 0,0.0596348
 0,0.0596359
 0,0.0596628
 0,0.0596893
 0,0.0597295
 0,0.0597759
 0,0.0598099
 0,0.0598626
 0,0.0598785
 0,0.059919
 0,0.060029
 0,0.0600773
 0,0.0600889
 0,0.0601017
 0,0.0601019
 0,0.0601244
 0,0.0601272
 0,0.0601887
 0,0.0601991
 0,0.0602586
 0,0.0603104
 0,0.06033
 0,0.060387
 0,0.0603948
 0,0.0604301
 0,0.0604653
 0,0.0605065
 0,0.0605526
 0,0.0605648
 0,0.0605843
 0,0.0605866
 0,0.0606025
 0,0.0606258
 0,0.0606306
 0,0.0606381
 0,0.0606546
 0,0.0606772
 0,0.0606917
 0,0.0607052
 0,0.0607217
 0,0.0607818
 0,0.0608183
 0,0.0608444
 0,0.0608993
 0,0.0609037
 0,0.0609273
 0,0.060928
 0,0.0609454
 0,0.061014
 0,0.0610184
 0,0.0610639
 0,0.061107
 0,0.0611245
 0,0.061155
 0,0.0611596
 0,0.0611597
 0,0.0612044
 0,0.0612561
 0,0.0612886
 0,0.0613297
 0,0.0613598
 0,0.0614265
 0,0.0614491
 0,0.0614511
 0,0.0614774
 0,0.0614985
 0,0.0615249
 0,0.0615406
 0,0.0615444
 0,0.0615608
 0,0.0615789
 0,0.0616164
 0,0.0616489
 0,0.0616675
 0,0.0616896
 0,0.0617451
 0,0.061753
 0,0.0618194
 0,0.0618622
 0,0.061872
 0,0.0619328
 0,0.0619406
 0,0.0619772
 0,0.0619992
 0,0.0620499
 0,0.0620511
 0,0.0620787
 0,0.0620815
 0,0.0620966
 0,0.0621044
 0,0.0621281
 0,0.0621313
 0,0.0621474
 0,0.0621849
 0,0.0622032
 0,0.0622164
 0,0.0622254
 0,0.0622308
 0,0.0622487
 0,0.0622493
 0,0.0622643
 0,0.0622778
 0,0.0622918
 0,0.062319
 0,0.0623497
 0,0.0623498
 0,0.0623547
 0,0.0624372
 0,0.0624505
 0,0.0624722
 0,0.0624833
 0,0.062492
 0,0.0626383
 0,0.0626516
 0,0.0626785
 0,0.0627288
 0,0.0627311
 0,0.0627573
 0,0.0628156
 0,0.0628293
 0,0.0628622
 0,0.0628633
 0,0.0628705
 0,0.0629896
 0,0.0629923
 0,0.0629986
 0,0.0630107
 0,0.0630321
 0,0.0630871
 0,0.0630953
 0,0.063107
 0,0.0631379
 0,0.063185
 0,0.0632257
 0,0.0632275
 0,0.0632547
 0,0.0632806
 0,0.063294
 0,0.0633331
 0,0.0633703
 0,0.0633772
 0,0.0633863
 0,0.0633873
 0,0.0634542
 0,0.0634929
 0,0.0634969
 0,0.0635251
 0,0.0635308
 0,0.0635586
 0,0.0636657
 0,0.0637051
 0,0.0637376
 0,0.0637497
 0,0.0637544
 0,0.0637621
 0,0.0637849
 0,0.0638391
 0,0.0638424
 0,0.0639716
 0,0.0639838
 0,0.064054
 0,0.0641263
 0,0.064144
 0,0.0641509
 0,0.0641623
 0,0.064204
 0,0.0642172
 0,0.0642323
 0,0.0642616
 0,0.0643133
 0,0.0643238
 0,0.064362
 0,0.0643795
 0,0.0643969
 0,0.0644376
 0,0.0644462
 0,0.0644607
 0,0.0644726
 0,0.0644849
 0,0.0644908
 0,0.0645186
 0,0.0645913
 0,0.0646332
 0,0.0646619
 0,0.0646626
 0,0.0646764
 0,0.0647012
 0,0.0647353
 0,0.064778
 0,0.0647929
 0,0.0647972
 0,0.0648128
 0,0.064844
 0,0.0648658
 0,0.0649184
 0,0.0649204
 0,0.0649915
 0,0.0650363
 0,0.0650394
 0,0.0650647
 0,0.0650879
 0,0.0650905
 0,0.065145
 0,0.0651452
 0,0.065153
 0,0.0651731
 0,0.0651734
 0,0.0651981
 0,0.0652406
 0,0.0652693
 0,0.06529
 0,0.065293
 0,0.0653255
 0,0.0653673
 0,0.0653722
 0,0.0653725
 0,0.0654423
 0,0.065453
 0,0.0654564
 0,0.0654618
 0,0.0654949
 0,0.065515
 0,0.0655195
 0,0.0655216
 0,0.0655238
 0,0.065531
 0,0.0655374
 0,0.0656284
 0,0.0656592
 0,0.0656649
 0,0.0656733
 0,0.0657375
 0,0.0658201
 0,0.0658401
 0,0.0658402
 0,0.0659014
 0,0.0659308
 0,0.0659537
 0,0.0659543
 0,0.0659566
 0,0.0660643
 0,0.0660802
 0,0.0660924
 0,0.0661024
 0,0.0661108
 0,0.066149
 0,0.0661502
 0,0.0661725
 0,0.0661735
 0,0.0662097
 0,0.0662802
 0,0.0662914
 0,0.0663356
 0,0.066393
 0,0.0663934
 0,0.066443
 0,0.0664503
 0,0.0665203
 0,0.066532
 0,0.0665492
 0,0.0665693
 0,0.0665712
 0,0.066574
 0,0.0665894
 0,0.0666155
 0,0.0666169
 0,0.0666223
 0,0.0666334
 0,0.0666515
 0,0.0666526
 0,0.0666862
 0,0.0667406
 0,0.06676
 0,0.066777
 0,0.066804
 0,0.0668166
 0,0.0668215
 0,0.0668232
 0,0.0668392
 0,0.066881
 0,0.0668891
 0,0.0669126
 0,0.0669218
 0,0.0669458
 0,0.0669499
 0,0.0669724
 0,0.0669783
 0,0.0670134
 0,0.0670406
 0,0.0670673
 0,0.0670851
 0,0.0671082
 0,0.0671371
 0,0.067167
 0,0.0671835
 0,0.0671907
 0,0.0671913
 0,0.0671925
 0,0.067223
 0,0.0672461
 0,0.0673077
 0,0.0673208
 0,0.0673341
 0,0.067394
 0,0.0674457
 0,0.0674546
 0,0.0674568
 0,0.0674732
 0,0.0675089
 0,0.067528
 0,0.0675343
 0,0.0675412
 0,0.0675806
 0,0.0675908
 0,0.0675969
 0,0.0676175
 0,0.0676216
 0,0.0676233
 0,0.0676344
 0,0.0676371
 0,0.0676376
 0,0.0676456
 0,0.0676755
 0,0.0676806
 0,0.0676951
 0,0.0677228
 0,0.0677688
 0,0.0677955
 0,0.0678187
 0,0.0678214
 0,0.0678332
 0,0.0678899
 0,0.0679629
 0,0.0679639
 0,0.0679691
 0,0.0680021
 0,0.0680345
 0,0.0680362
 0,0.0680649
 0,0.0681392
 0,0.0681703
 0,0.0681863
 0,0.0682044
 0,0.0682048
 0,0.0682267
 0,0.0682491
 0,0.0683003
 0,0.0683191
 0,0.0683243
 0,0.06835
 0,0.0683916
 0,0.0683938
 0,0.0684473
 0,0.0685031
 0,0.0685178
 0,0.0685326
 0,0.0685605
 0,0.0685637
 0,0.0685703
 0,0.0685956
 0,0.0686124
 0,0.0686146
 0,0.0686237
 0,0.0686676
 0,0.0686747
 0,0.0686849
 0,0.0686948
 0,0.0687036
 0,0.0687041
 0,0.0687168
 0,0.068717
 0,0.0687309
 0,0.0687338
 0,0.0687593
 0,0.0687868
 0,0.0688003
 0,0.0688076
 0,0.068819
 0,0.068835
 0,0.0688352
 0,0.0688381
 0,0.0688654
 0,0.0688974
 0,0.0689212
 0,0.068967
 0,0.0689724
 0,0.0690142
 0,0.0691254
 0,0.069171
 0,0.0691816
 0,0.0691992
 0,0.0692054
 0,0.0692422
 0,0.0692697
 0,0.0692843
 0,0.0692963
 0,0.0693327
 0,0.0694671
 0,0.0694868
 0,0.0695002
 0,0.0695085
 0,0.06957
 0,0.0696405
 0,0.0696507
 0,0.0696541
 0,0.0696873
 0,0.0697078
 0,0.0697267
 0,0.0697388
 0,0.0697959
 0,0.0698165
 0,0.0698186
 0,0.0698356
 0,0.0698806
 0,0.0698826
 0,0.0698827
 0,0.0699182
 0,0.0699474
 0,0.0699489
 0,0.0701022
 0,0.0701037
 0,0.0701255
 0,0.0701462
 0,0.0701484
 0,0.0701487
 0,0.0701571
 0,0.0701635
 0,0.0701636
 0,0.0702266
 0,0.070253
 0,0.0702641
 0,0.0703259
 0,0.0703388
 0,0.0703514
 0,0.0703755
 0,0.0703775
 0,0.0703819
 0,0.070397
 0,0.0704177
 0,0.0704338
 0,0.0704919
 0,0.070516
 0,0.0705362
 0,0.0705447
 0,0.0706223
 0,0.0707151
 0,0.0707197
 0,0.0707349
 0,0.0707613
 0,0.0707643
 0,0.0707676
 0,0.0707884
 0,0.0707969
 0,0.0708049
 0,0.0708313
 0,0.0708337
 0,0.0708578
 0,0.0708784
 0,0.0708804
 0,0.0709211
 0,0.0710058
 0,0.0710304
 0,0.0710313
 0,0.0710519
 0,0.0710879
 0,0.0711496
 0,0.0711736
 0,0.0711822
 0,0.0712145
 0,0.0712897
 0,0.0712913
 0,0.0713232
 0,0.0713237
 0,0.0713439
 0,0.0713706
 0,0.0713819
 0,0.0714233
 0,0.0714633
 0,0.0714693
 0,0.0714755
 0,0.0715023
 0,0.0715453
 0,0.0715644
 0,0.0715702
 0,0.0715832
 0,0.0716077
 0,0.0716435
 0,0.0716488
 0,0.0717651
 0,0.0717789
 0,0.0717841
 0,0.0717983
 0,0.0718121
 0,0.0718705
 0,0.0718743
 0,0.0718884
 0,0.0718945
 0,0.0719979
 0,0.0720113
 0,0.0720403
 0,0.0721064
 0,0.0721473
 0,0.0721728
 0,0.0721903
 0,0.0721925
 0,0.0722077
 0,0.0722148
 0,0.0722316
 0,0.0722502
 0,0.0722536
 0,0.0723053
 0,0.072322
 0,0.0723277
 0,0.0723359
 0,0.0723404
 0,0.0723619
 0,0.0724003
 0,0.0724168
 0,0.0724184
 0,0.0724237
 0,0.0724398
 0,0.0724553
 0,0.0724794
 0,0.0726228
 0,0.0726343
 0,0.0726568
 0,0.0727061
 0,0.0727412
 0,0.0727464
 0,0.0727673
 0,0.0727773
 0,0.072779
 0,0.0727887
 0,0.0727974
 0,0.0728168
 0,0.0728374
 0,0.0728536
 0,0.0728544
 0,0.072889
 0,0.0729235
 0,0.0729436
 0,0.0729497
 0,0.0729666
 0,0.0729758
 0,0.0729891
 0,0.0729919
 0,0.0730192
 0,0.0730755
 0,0.0730937
 0,0.0731453
 0,0.0731608
 0,0.073163
 0,0.0731757
 0,0.0731839
 0,0.0732007
 0,0.073212
 0,0.0732239
 0,0.0732405
 0,0.0732755
 0,0.0732827
 0,0.0733162
 0,0.0733226
 0,0.073334
 0,0.0733553
 0,0.0733609
 0,0.0733804
 0,0.0734201
 0,0.0734446
 0,0.0734541
 0,0.0734585
 0,0.0735019
 0,0.0735087
 0,0.0735147
 0,0.0735332
 0,0.0735431
 0,0.073547
 0,0.0735516
 0,0.0735551
 0,0.0735706
 0,0.0735837
 0,0.0735954
 0,0.0736171
 0,0.0736777
 0,0.0736939
 0,0.0737209
 0,0.0737583
 0,0.0737593
 0,0.0737954
 0,0.0738844
 0,0.0738852
 0,0.0739343
 0,0.0739714
 0,0.073993
 0,0.073997
 0,0.0740212
 0,0.0740418
 0,0.0740748
 0,0.0740901
 0,0.0741096
 0,0.0741184
 0,0.0741478
 0,0.0741754
 0,0.0741862
 0,0.0742346
 0,0.0742474
 0,0.0742531
 0,0.0742559
 0,0.0742569
 0,0.0742776
 0,0.0742964
 0,0.0743008
 0,0.0743251
 0,0.0743712
 0,0.0743973
 0,0.0744384
 0,0.0744543
 0,0.074474
 0,0.074494
 0,0.0745054
 0,0.0745086
 0,0.0745194
 0,0.0745403
 0,0.0745834
 0,0.074592
 0,0.0746263
 0,0.0746382
 0,0.0746386
 0,0.0746633
 0,0.074707
 0,0.0747141
 0,0.0747282
 0,0.0747387
 0,0.0747525
 0,0.0747593
 0,0.0747907
 0,0.0747992
 0,0.0748043
 0,0.0748192
 0,0.0748247
 0,0.0748318
 0,0.0748556
 0,0.0748619
 0,0.0749058
 0,0.074969
 0,0.0749791
 0,0.07499
 0,0.0750013
 0,0.0750029
 0,0.0750266
 0,0.0750727
 0,0.075077
 0,0.075127
 0,0.0751335
 0,0.0751439
 0,0.0751579
 0,0.0751588
 0,0.0751658
 0,0.0752152
 0,0.0752364
 0,0.0752446
 0,0.075254
 0,0.0752653
 0,0.0752663
 0,0.0752819
 0,0.0752958
 0,0.0753198
 0,0.0753406
 0,0.0753424
 0,0.0753696
 0,0.0754178
 0,0.0754306
 0,0.0754522
 0,0.075455
 0,0.0754704
 0,0.0754756
 0,0.0754966
 0,0.0755004
 0,0.0755246
 0,0.0755391
 0,0.0755417
 0,0.0755933
 0,0.0756294
 0,0.0756352
 0,0.0756369
 0,0.0756946
 0,0.075773
 0,0.0757839
 0,0.0758153
 0,0.0758251
 0,0.0758412
 0,0.0758528
 0,0.0758595
 0,0.0758865
 0,0.0759142
 0,0.0759305
 0,0.0759392
 0,0.075964
 0,0.0759673
 0,0.0759758
 0,0.0759853
 0,0.0761022
 0,0.0761336
 0,0.0761362
 0,0.0761485
 0,0.076167
 0,0.0761695
 0,0.0761701
 0,0.0761782
 0,0.0762054
 0,0.0762072
 0,0.0762141
 0,0.0762208
 0,0.0762989
 0,0.0763011
 0,0.0763418
 0,0.0763525
 0,0.0763753
 0,0.0764126
 0,0.0764361
 0,0.0764377
 0,0.0764551
 0,0.0764629
 0,0.0765455
 0,0.0765593
 0,0.076575
 0,0.0765832
 0,0.0765897
 0,0.0765963
 0,0.0766021
 0,0.0766108
 0,0.0766476
 0,0.0766647
 0,0.0767033
 0,0.0767079
 0,0.0767124
 0,0.0767228
 0,0.0767228
 0,0.0767353
 0,0.0767678
 0,0.0767682
 0,0.0767734
 0,0.0767814
 0,0.0767996
 0,0.0768501
 0,0.076859
 0,0.0768745
 0,0.0768756
 0,0.0768812
 0,0.0769505
 0,0.0769969
 0,0.0770369
 0,0.0770622
 0,0.0770703
 0,0.0770807
 0,0.0770874
 0,0.0771127
 0,0.0771184
 0,0.0771393
 0,0.077168
 0,0.0771737
 0,0.0772082
 0,0.0772149
 0,0.0772507
 0,0.0772628
 0,0.0772759
 0,0.0772834
 0,0.0773941
 0,0.0773942
 0,0.0774333
 0,0.0774983
 0,0.0775004
 0,0.0775986
 0,0.0776156
 0,0.0776784
 0,0.0776894
 0,0.0776927
 0,0.0777099
 0,0.0777392
 0,0.0777437
 0,0.0777488
 0,0.0778082
 0,0.0778664
 0,0.0778739
 0,0.0778977
 0,0.0779129
 0,0.0779157
 0,0.0779196
 0,0.0779477
 0,0.0779915
 0,0.0780245
 0,0.0780468
 0,0.0780689
 0,0.0780853
 0,0.0781082
 0,0.0781239
 0,0.0781914
 0,0.0781946
 0,0.0782074
 0,0.0782243
 0,0.078227
 0,0.0782453
 0,0.0782908
 0,0.0783132
 0,0.0783159
 0,0.0783376
 0,0.0783631
 0,0.0783774
 0,0.0784129
 0,0.0784409
 0,0.0785058
 0,0.0785137
 0,0.0785623
 0,0.0785975
 0,0.0786043
 0,0.078614
 0,0.0786163
 0,0.0786421
 0,0.0786436
 0,0.078668
 0,0.0786717
 0,0.0786889
 0,0.0786893
 0,0.0787046
 0,0.0788395
 0,0.0788533
 0,0.0788889
 0,0.0788935
 0,0.0789973
 0,0.0790223
 0,0.0790949
 0,0.0791121
 0,0.0791222
 0,0.0791555
 0,0.0792402
 0,0.0792453
 0,0.0792897
 0,0.0792943
 0,0.0792947
 0,0.0792967
 0,0.079299
 0,0.0793214
 0,0.0793438
 0,0.0793947
 0,0.0794087
 0,0.0794153
 0,0.0794852
 0,0.0795034
 0,0.0795941
 0,0.0795992
 0,0.0796233
 0,0.0796585
 0,0.0796617
 0,0.0796878
 0,0.0797046
 0,0.0797421
 0,0.0797654
 0,0.0797737
 0,0.0798105
 0,0.0798532
 0,0.0798708
 0,0.0798724
 0,0.0798817
 0,0.0799238
 0,0.0799411
 0,0.079972
 0,0.0799903
 0,0.0800044
 0,0.0800064
 0,0.0800705
 0,0.0800708
 0,0.0800725
 0,0.0800936
 0,0.0800987
 0,0.0801117
 0,0.0801367
 0,0.0801374
 0,0.0801644
 0,0.0801815
 0,0.0801829
 0,0.0801925
 0,0.0802131
 0,0.0802234
 0,0.0802299
 0,0.0802357
 0,0.0802512
 0,0.0803507
 0,0.0803599
 0,0.0803659
 0,0.0803695
 0,0.0804009
 0,0.0804011
 0,0.0804365
 0,0.0804456
 0,0.080467
 0,0.0804701
 0,0.0804966
 0,0.0805493
 0,0.0805767
 0,0.0805965
 0,0.0806124
 0,0.0806164
 0,0.0806216
 0,0.080646
 0,0.0806606
 0,0.0806684
 0,0.0807012
 0,0.0807078
 0,0.0807165
 0,0.080732
 0,0.0807745
 0,0.0807834
 0,0.0808019
 0,0.0808146
 0,0.0808506
 0,0.0808529
 0,0.0808664
 0,0.0808824
 0,0.0808902
 0,0.0809216
 0,0.0809728
 0,0.0809826
 0,0.0809951
 0,0.0810157
 0,0.0810561
 0,0.0810693
 0,0.0810795
 0,0.0811072
 0,0.0811177
 0,0.0811231
 0,0.0811302
 0,0.0811641
 0,0.0811717
 0,0.0811765
 0,0.0811937
 0,0.0811947
 0,0.0812105
 0,0.0812214
 0,0.0812284
 0,0.0812414
 0,0.0813208
 0,0.0813309
 0,0.0813425
 0,0.0813572
 0,0.0813636
 0,0.0813995
 0,0.0814051
 0,0.0814099
 0,0.0814223
 0,0.0814405
 0,0.081449
 0,0.0814497
 0,0.081462
 0,0.0815212
 0,0.0815238
 0,0.0815705
 0,0.0815708
 0,0.0815723
 0,0.0815767
 0,0.0816409
 0,0.081795
 0,0.0818036
 0,0.0818678
 0,0.0818709
 0,0.0818854
 0,0.0818965
 0,0.0819165
 0,0.0819555
 0,0.0819804
 0,0.0820294
 0,0.0820819
 0,0.082097
 0,0.082112
 0,0.0821301
 0,0.0822034
 0,0.0822458
 0,0.0822563
 0,0.0822581
 0,0.0822727
 0,0.0822848
 0,0.0823044
 0,0.0823875
 0,0.0824074
 0,0.0824129
 0,0.0824635
 0,0.0824853
 0,0.082494
 0,0.0825098
 0,0.0825153
 0,0.0825577
 0,0.0825645
 0,0.0825891
 0,0.0825943
 0,0.0826159
 0,0.0827096
 0,0.0827224
 0,0.0828132
 0,0.0828308
 0,0.0828701
 0,0.0828734
 0,0.0828839
 0,0.082909
 0,0.0829287
 0,0.0829318
 0,0.0829376
 0,0.0829634
 0,0.0829693
 0,0.0829698
 0,0.0829867
 0,0.082999
 0,0.083035
 0,0.0830409
 0,0.0830846
 0,0.083122
 0,0.0831449
 0,0.0831688
 0,0.0831802
 0,0.0831966
 0,0.0832483
 0,0.0832504
 0,0.0832606
 0,0.0832696
 0,0.0832718
 0,0.083286
 0,0.0832945
 0,0.0833173
 0,0.0833216
 0,0.083325
 0,0.0833469
 0,0.0833469
 0,0.0833945
 0,0.0834341
 0,0.0834399
 0,0.0834717
 0,0.0834838
 0,0.083529
 0,0.08355
 0,0.0835512
 0,0.0835512
 0,0.0835538
 0,0.0835832
 0,0.0836605
 0,0.0837076
 0,0.0837266
 0,0.0837567
 0,0.0837646
 0,0.0838344
 0,0.0838441
 0,0.0838624
 0,0.0838772
 0,0.0838956
 0,0.083921
 0,0.0840004
 0,0.0840519
 0,0.0840758
 0,0.0840786
 0,0.0840873
 0,0.0841032
 0,0.0841066
 0,0.0841221
 0,0.0841475
 0,0.0841683
 0,0.0841699
 0,0.0841703
 0,0.08419
 0,0.0842199
 0,0.0842653
 0,0.0842734
 0,0.0842966
 0,0.0843382
 0,0.0843401
 0,0.0843868
 0,0.0844086
 0,0.0844273
 0,0.0844611
 0,0.084484
 0,0.0845175
 0,0.0845336
 0,0.0845424
 0,0.0846044
 0,0.0846205
 0,0.0846322
 0,0.0846434
 0,0.0846562
 0,0.084673
 0,0.0846787
 0,0.0846955
 0,0.0847054
 0,0.0847553
 0,0.0847685
 0,0.084819
 0,0.0848219
 0,0.0848981
 0,0.0849661
 0,0.0849748
 0,0.0849763
 0,0.0850141
 0,0.0850341
 0,0.0850443
 0,0.0850642
 0,0.0851011
 0,0.0851057
 0,0.0851129
 0,0.0851259
 0,0.0851289
 0,0.0851326
 0,0.0851482
 0,0.0851668
 0,0.0851713
 0,0.0851825
 0,0.0852139
 0,0.0852907
 0,0.0853331
 0,0.0854121
 0,0.0854555
 0,0.0854562
 0,0.0855588
 0,0.0856203
 0,0.0856294
 0,0.0856472
 0,0.0856481
 0,0.0856899
 0,0.0857069
 0,0.0857184
 0,0.0857311
 0,0.0857624
 0,0.0858012
 0,0.0858452
 0,0.0858724
 0,0.0858766
 0,0.0858842
 0,0.0858861
 0,0.0858882
 0,0.0859064
 0,0.0859786
 0,0.0859886
 0,0.086002
 0,0.0860507
